DATE,DEXSDUS
2003-07-07,8.1336
2003-07-08,8.1260
2003-07-09,8.0890
2003-07-10,8.0286
2003-07-11,8.0960
2003-07-14,8.0850
2003-07-15,8.1500
2003-07-16,8.1820
2003-07-17,8.2675
2003-07-18,8.2328
2003-07-21,8.1750
2003-07-22,8.1950
2003-07-23,8.0240
2003-07-24,8.0516
2003-07-25,7.9930
2003-07-28,7.9865
2003-07-29,8.0108
2003-07-30,8.0770
2003-07-31,8.2200
2003-08-01,8.2235
2003-08-04,8.1460
2003-08-05,8.1350
2003-08-06,8.1075
2003-08-07,8.0850
2003-08-08,8.1330
2003-08-11,8.1600
2003-08-12,8.1660
2003-08-13,8.1565
2003-08-14,8.1880
2003-08-15,8.2060
2003-08-18,8.3134
2003-08-19,8.3505
2003-08-20,8.3229
2003-08-21,8.3893
2003-08-22,8.5095
2003-08-25,8.4950
2003-08-26,8.5200
2003-08-27,8.4830
2003-08-28,8.4693
2003-08-29,8.3644
2003-09-01,.
2003-09-02,8.4345
2003-09-03,8.4065
2003-09-04,8.3667
2003-09-05,8.2312
2003-09-08,8.2040
2003-09-09,8.1685
2003-09-10,8.1650
2003-09-11,8.1245
2003-09-12,8.0400
2003-09-15,8.0970
2003-09-16,8.1450
2003-09-17,8.0620
2003-09-18,8.0445
2003-09-19,7.9875
2003-09-22,7.8875
2003-09-23,7.7800
2003-09-24,7.7445
2003-09-25,7.7495
2003-09-26,7.8017
2003-09-29,7.7040
2003-09-30,7.7502
2003-10-01,7.7285
2003-10-02,7.6700
2003-10-03,7.7685
2003-10-06,7.6500
2003-10-07,7.6175
2003-10-08,7.5970
2003-10-09,7.6860
2003-10-10,7.6350
2003-10-13,.
2003-10-14,7.6475
2003-10-15,7.6890
2003-10-16,7.6980
2003-10-17,7.7230
2003-10-20,7.7676
2003-10-21,7.7315
2003-10-22,7.6250
2003-10-23,7.6740
2003-10-24,7.6753
2003-10-27,7.7250
2003-10-28,7.7478
2003-10-29,7.7181
2003-10-30,7.7180
2003-10-31,7.8140
2003-11-03,7.9150
2003-11-04,7.8550
2003-11-05,7.8675
2003-11-06,7.8865
2003-11-07,7.7987
2003-11-10,7.7875
2003-11-11,.
2003-11-12,7.7000
2003-11-13,7.6475
2003-11-14,7.6279
2003-11-17,7.6407
2003-11-18,7.5400
2003-11-19,7.5385
2003-11-20,7.5490
2003-11-21,7.5200
2003-11-24,7.6220
2003-11-25,7.6125
2003-11-26,7.5780
2003-11-27,.
2003-11-28,7.5510
2003-12-01,7.5420
2003-12-02,7.4600
2003-12-03,7.4190
2003-12-04,7.4300
2003-12-05,7.3635
2003-12-08,7.3140
2003-12-09,7.3050
2003-12-10,7.3446
2003-12-11,7.3848
2003-12-12,7.3020
2003-12-15,7.3420
2003-12-16,7.3275
2003-12-17,7.2850
2003-12-18,7.3380
2003-12-19,7.3260
2003-12-22,7.3250
2003-12-23,7.3150
2003-12-24,7.2980
2003-12-25,.
2003-12-26,7.3200
2003-12-29,7.2700
2003-12-30,7.2620
2003-12-31,7.1950
2004-01-01,.
2004-01-02,7.1903
2004-01-05,7.1671
2004-01-06,7.1347
2004-01-07,7.1800
2004-01-08,7.1380
2004-01-09,7.0850
2004-01-12,7.1260
2004-01-13,7.1761
2004-01-14,7.2175
2004-01-15,7.2910
2004-01-16,7.4085
2004-01-19,.
2004-01-20,7.2880
2004-01-21,7.2160
2004-01-22,7.1690
2004-01-23,7.2570
2004-01-26,7.3080
2004-01-27,7.2450
2004-01-28,7.2490
2004-01-29,7.4100
2004-01-30,7.4120
2004-02-02,7.3927
2004-02-03,7.3190
2004-02-04,7.3220
2004-02-05,7.2985
2004-02-06,7.1830
2004-02-09,7.2050
2004-02-10,7.1740
2004-02-11,7.1295
2004-02-12,7.1380
2004-02-13,7.1610
2004-02-16,.
2004-02-17,7.1580
2004-02-18,7.1800
2004-02-19,7.2265
2004-02-20,7.3110
2004-02-23,7.3140
2004-02-24,7.2565
2004-02-25,7.3845
2004-02-26,7.4110
2004-02-27,7.4330
2004-03-01,7.4390
2004-03-02,7.5925
2004-03-03,7.6435
2004-03-04,7.5330
2004-03-05,7.3975
2004-03-08,7.4080
2004-03-09,7.3660
2004-03-10,7.4970
2004-03-11,7.5034
2004-03-12,7.5950
2004-03-15,7.5520
2004-03-16,7.5360
2004-03-17,7.5730
2004-03-18,7.4760
2004-03-19,7.5244
2004-03-22,7.4475
2004-03-23,7.4975
2004-03-24,7.6010
2004-03-25,7.6240
2004-03-26,7.6620
2004-03-29,7.6305
2004-03-30,7.5920
2004-03-31,7.5500
2004-04-01,7.4650
2004-04-02,7.6160
2004-04-05,7.6540
2004-04-06,7.6200
2004-04-07,7.5300
2004-04-08,7.5825
2004-04-09,7.5780
2004-04-12,7.6050
2004-04-13,7.6825
2004-04-14,7.6990
2004-04-15,7.7185
2004-04-16,7.6500
2004-04-19,7.6610
2004-04-20,7.7020
2004-04-21,7.7330
2004-04-22,7.7100
2004-04-23,7.7510
2004-04-26,7.6960
2004-04-27,7.6375
2004-04-28,7.7100
2004-04-29,7.6480
2004-04-30,7.6425
2004-05-03,7.6600
2004-05-04,7.5700
2004-05-05,7.5085
2004-05-06,7.5260
2004-05-07,7.6540
2004-05-10,7.7526
2004-05-11,7.7725
2004-05-12,7.6900
2004-05-13,7.7500
2004-05-14,7.7435
2004-05-17,7.6500
2004-05-18,7.6350
2004-05-19,7.5760
2004-05-20,7.6070
2004-05-21,7.5550
2004-05-24,7.5970
2004-05-25,7.5500
2004-05-26,7.5215
2004-05-27,7.4170
2004-05-28,7.4579
2004-05-31,.
2004-06-01,7.4514
2004-06-02,7.4525
2004-06-03,7.4970
2004-06-04,7.4575
2004-06-07,7.4123
2004-06-08,7.4225
2004-06-09,7.5420
2004-06-10,7.5550
2004-06-11,7.6280
2004-06-14,7.6050
2004-06-15,7.5448
2004-06-16,7.6210
2004-06-17,7.6055
2004-06-18,7.5560
2004-06-21,7.5510
2004-06-22,7.5825
2004-06-23,7.5910
2004-06-24,7.5320
2004-06-25,7.5460
2004-06-28,7.4990
2004-06-29,7.5325
2004-06-30,7.5250
2004-07-01,7.5460
2004-07-02,7.4660
2004-07-05,.
2004-07-06,7.4761
2004-07-07,7.4150
2004-07-08,7.4130
2004-07-09,7.4276
2004-07-12,7.4210
2004-07-13,7.4850
2004-07-14,7.4400
2004-07-15,7.4281
2004-07-16,7.3910
2004-07-19,7.3990
2004-07-20,7.4390
2004-07-21,7.5175
2004-07-22,7.4940
2004-07-23,7.5870
2004-07-26,7.5825
2004-07-27,7.6370
2004-07-28,7.6560
2004-07-29,7.6545
2004-07-30,7.6805
2004-08-02,7.6590
2004-08-03,7.6375
2004-08-04,7.6340
2004-08-05,7.6275
2004-08-06,7.4860
2004-08-09,7.4910
2004-08-10,7.4720
2004-08-11,7.5285
2004-08-12,7.5310
2004-08-13,7.4650
2004-08-16,7.4810
2004-08-17,7.4860
2004-08-18,7.5020
2004-08-19,7.4490
2004-08-20,7.4640
2004-08-23,7.5250
2004-08-24,7.5740
2004-08-25,7.5800
2004-08-26,7.5580
2004-08-27,7.5840
2004-08-30,7.5694
2004-08-31,7.4920
2004-09-01,7.4925
2004-09-02,7.5045
2004-09-03,7.5740
2004-09-06,.
2004-09-07,7.5490
2004-09-08,7.4910
2004-09-09,7.4680
2004-09-10,7.4060
2004-09-13,7.4240
2004-09-14,7.4220
2004-09-15,7.5235
2004-09-16,7.5026
2004-09-17,7.4700
2004-09-20,7.4490
2004-09-21,7.3827
2004-09-22,7.3860
2004-09-23,7.3440
2004-09-24,7.3849
2004-09-27,7.3595
2004-09-28,7.3650
2004-09-29,7.3600
2004-09-30,7.2890
2004-10-01,7.2750
2004-10-04,7.3810
2004-10-05,7.3412
2004-10-06,7.3475
2004-10-07,7.3600
2004-10-08,7.3030
2004-10-11,.
2004-10-12,7.3680
2004-10-13,7.3825
2004-10-14,7.3400
2004-10-15,7.2900
2004-10-18,7.2500
2004-10-19,7.2572
2004-10-20,7.1776
2004-10-21,7.2000
2004-10-22,7.1968
2004-10-25,7.0953
2004-10-26,7.0723
2004-10-27,7.0880
2004-10-28,7.0839
2004-10-29,7.0974
2004-11-01,7.0997
2004-11-02,7.1406
2004-11-03,7.0880
2004-11-04,7.0536
2004-11-05,7.0236
2004-11-08,7.0252
2004-11-09,7.0393
2004-11-10,7.0139
2004-11-11,.
2004-11-12,6.9140
2004-11-15,6.9166
2004-11-16,6.8948
2004-11-17,6.8858
2004-11-18,6.9108
2004-11-19,6.8557
2004-11-22,6.8708
2004-11-23,6.8497
2004-11-24,6.7830
2004-11-25,.
2004-11-26,6.7119
2004-11-29,6.7007
2004-11-30,6.7363
2004-12-01,6.7168
2004-12-02,6.7638
2004-12-03,6.6522
2004-12-06,6.6343
2004-12-07,6.6315
2004-12-08,6.7733
2004-12-09,6.7723
2004-12-10,6.8043
2004-12-13,6.7221
2004-12-14,6.7593
2004-12-15,6.6827
2004-12-16,6.7580
2004-12-17,6.7460
2004-12-20,6.6773
2004-12-21,6.7170
2004-12-22,6.7380
2004-12-23,6.6972
2004-12-24,6.6685
2004-12-27,6.6080
2004-12-28,6.5939
2004-12-29,6.6216
2004-12-30,6.6215
2004-12-31,6.6687
2005-01-03,6.6855
2005-01-04,6.8144
2005-01-05,6.7911
2005-01-06,6.8655
2005-01-07,6.9200
2005-01-10,6.8856
2005-01-11,6.8616
2005-01-12,6.8179
2005-01-13,6.8465
2005-01-14,6.9050
2005-01-17,.
2005-01-18,6.9254
2005-01-19,6.9220
2005-01-20,6.9711
2005-01-21,6.9414
2005-01-24,6.9516
2005-01-25,7.0069
2005-01-26,6.9380
2005-01-27,6.9725
2005-01-28,6.9816
2005-01-31,6.9779
2005-02-01,6.9838
2005-02-02,6.9673
2005-02-03,7.0080
2005-02-04,7.0223
2005-02-07,7.1114
2005-02-08,7.1048
2005-02-09,7.0870
2005-02-10,7.0565
2005-02-11,7.0702
2005-02-14,6.9948
2005-02-15,6.9858
2005-02-16,6.9880
2005-02-17,6.9557
2005-02-18,6.9670
2005-02-21,.
2005-02-22,6.8697
2005-02-23,6.8783
2005-02-24,6.8724
2005-02-25,6.8701
2005-02-28,6.8275
2005-03-01,6.8621
2005-03-02,6.9105
2005-03-03,6.8863
2005-03-04,6.8220
2005-03-07,6.8333
2005-03-08,6.7716
2005-03-09,6.7648
2005-03-10,6.7627
2005-03-11,6.7312
2005-03-14,6.8140
2005-03-15,6.8264
2005-03-16,6.7722
2005-03-17,6.8021
2005-03-18,6.8504
2005-03-21,6.9274
2005-03-22,6.9055
2005-03-23,7.0185
2005-03-24,7.0308
2005-03-25,7.0451
2005-03-28,7.0716
2005-03-29,7.0682
2005-03-30,7.0528
2005-03-31,7.0640
2005-04-01,7.1093
2005-04-04,7.1477
2005-04-05,7.1438
2005-04-06,7.1145
2005-04-07,7.0919
2005-04-08,7.0986
2005-04-11,7.0564
2005-04-12,7.1018
2005-04-13,7.0796
2005-04-14,7.1627
2005-04-15,7.0960
2005-04-18,7.0513
2005-04-19,7.0525
2005-04-20,7.0194
2005-04-21,7.0140
2005-04-22,7.0118
2005-04-25,7.0368
2005-04-26,7.0567
2005-04-27,7.0646
2005-04-28,7.0886
2005-04-29,7.1123
2005-05-02,7.1580
2005-05-03,7.1289
2005-05-04,7.0900
2005-05-05,7.0850
2005-05-06,7.1411
2005-05-09,7.1405
2005-05-10,7.1499
2005-05-11,7.2029
2005-05-12,7.2549
2005-05-13,7.2789
2005-05-16,7.3081
2005-05-17,7.2754
2005-05-18,7.2561
2005-05-19,7.2884
2005-05-20,7.3069
2005-05-23,7.2914
2005-05-24,7.2841
2005-05-25,7.2887
2005-05-26,7.3480
2005-05-27,7.3144
2005-05-30,.
2005-05-31,7.4108
2005-06-01,7.4735
2005-06-02,7.4460
2005-06-03,7.4690
2005-06-06,7.4463
2005-06-07,7.4373
2005-06-08,7.4542
2005-06-09,7.5313
2005-06-10,7.6037
2005-06-13,7.7112
2005-06-14,7.7010
2005-06-15,7.6619
2005-06-16,7.6663
2005-06-17,7.5270
2005-06-20,7.6047
2005-06-21,7.6210
2005-06-22,7.6708
2005-06-23,7.7893
2005-06-24,7.7652
2005-06-27,7.7291
2005-06-28,7.7810
2005-06-29,7.8114
2005-06-30,7.8024
2005-07-01,7.9218
2005-07-04,.
2005-07-05,7.9021
2005-07-06,7.8774
2005-07-07,7.8837
2005-07-08,7.9145
2005-07-11,7.8465
2005-07-12,7.7225
2005-07-13,7.7584
2005-07-14,7.7762
2005-07-15,7.8077
2005-07-18,7.7829
2005-07-19,7.8437
2005-07-20,7.8461
2005-07-21,7.8070
2005-07-22,7.8187
2005-07-25,7.8030
2005-07-26,7.8618
2005-07-27,7.8371
2005-07-28,7.7526
2005-07-29,7.7614
2005-08-01,7.7058
2005-08-02,7.6748
2005-08-03,7.6073
2005-08-04,7.5354
2005-08-05,7.5716
2005-08-08,7.5570
2005-08-09,7.5670
2005-08-10,7.5637
2005-08-11,7.4762
2005-08-12,7.4879
2005-08-15,7.5165
2005-08-16,7.5485
2005-08-17,7.5935
2005-08-18,7.6548
2005-08-19,7.7121
2005-08-22,7.6502
2005-08-23,7.6475
2005-08-24,7.6251
2005-08-25,7.5806
2005-08-26,7.5757
2005-08-29,7.6241
2005-08-30,7.6512
2005-08-31,7.5599
2005-09-01,7.4869
2005-09-02,7.3936
2005-09-05,.
2005-09-06,7.4480
2005-09-07,7.4859
2005-09-08,7.5163
2005-09-09,7.4954
2005-09-12,7.5615
2005-09-13,7.6085
2005-09-14,7.5869
2005-09-15,7.6399
2005-09-16,7.6509
2005-09-19,7.6830
2005-09-20,7.6667
2005-09-21,7.6468
2005-09-22,7.6949
2005-09-23,7.7628
2005-09-26,7.7876
2005-09-27,7.8136
2005-09-28,7.8074
2005-09-29,7.7639
2005-09-30,7.7290
2005-10-03,7.8087
2005-10-04,7.8054
2005-10-05,7.7641
2005-10-06,7.6870
2005-10-07,7.7048
2005-10-10,.
2005-10-11,7.7675
2005-10-12,7.7590
2005-10-13,7.8836
2005-10-14,7.8148
2005-10-17,7.8574
2005-10-18,7.9127
2005-10-19,7.8818
2005-10-20,7.9157
2005-10-21,7.9695
2005-10-24,7.9511
2005-10-25,7.8476
2005-10-26,7.8650
2005-10-27,7.8422
2005-10-28,7.8794
2005-10-31,7.9489
2005-11-01,7.9958
2005-11-02,7.9749
2005-11-03,8.0252
2005-11-04,8.1153
2005-11-07,8.1391
2005-11-08,8.1027
2005-11-09,8.1609
2005-11-10,8.1959
2005-11-11,.
2005-11-14,8.2037
2005-11-15,8.2296
2005-11-16,8.2434
2005-11-17,8.2101
2005-11-18,8.1667
2005-11-21,8.1421
2005-11-22,8.1248
2005-11-23,8.0540
2005-11-24,.
2005-11-25,8.0683
2005-11-28,8.0139
2005-11-29,8.0736
2005-11-30,8.0733
2005-12-01,8.1162
2005-12-02,8.0500
2005-12-05,8.0071
2005-12-06,7.9569
2005-12-07,8.0200
2005-12-08,7.9729
2005-12-09,7.9674
2005-12-12,7.8748
2005-12-13,7.9164
2005-12-14,7.8323
2005-12-15,7.9072
2005-12-16,7.8679
2005-12-19,7.8424
2005-12-20,7.9606
2005-12-21,7.9716
2005-12-22,7.9618
2005-12-23,7.9807
2005-12-26,.
2005-12-27,7.9710
2005-12-28,7.9226
2005-12-29,7.9501
2005-12-30,7.9370
2006-01-02,.
2006-01-03,7.8097
2006-01-04,7.7249
2006-01-05,7.7092
2006-01-06,7.6629
2006-01-09,7.7165
2006-01-10,7.7525
2006-01-11,7.6956
2006-01-12,7.7304
2006-01-13,7.6967
2006-01-16,.
2006-01-17,7.7103
2006-01-18,7.7155
2006-01-19,7.7157
2006-01-20,7.6893
2006-01-23,7.5385
2006-01-24,7.5429
2006-01-25,7.5668
2006-01-26,7.5645
2006-01-27,7.6098
2006-01-30,7.6400
2006-01-31,7.6029
2006-02-01,7.6487
2006-02-02,7.6718
2006-02-03,7.7128
2006-02-06,7.7700
2006-02-07,7.7684
2006-02-08,7.7680
2006-02-09,7.7445
2006-02-10,7.7873
2006-02-13,7.8533
2006-02-14,7.8439
2006-02-15,7.8432
2006-02-16,7.9030
2006-02-17,7.8654
2006-02-20,.
2006-02-21,7.8816
2006-02-22,7.8750
2006-02-23,7.8900
2006-02-24,7.9213
2006-02-27,7.9656
2006-02-28,7.9154
2006-03-01,7.9455
2006-03-02,7.8890
2006-03-03,7.8605
2006-03-06,7.8709
2006-03-07,7.9604
2006-03-08,7.9299
2006-03-09,7.8913
2006-03-10,7.8836
2006-03-13,7.8531
2006-03-14,7.7960
2006-03-15,7.7855
2006-03-16,7.6970
2006-03-17,7.6491
2006-03-20,7.6703
2006-03-21,7.7559
2006-03-22,7.7406
2006-03-23,7.8028
2006-03-24,7.7730
2006-03-27,7.7819
2006-03-28,7.7599
2006-03-29,7.8385
2006-03-30,7.7509
2006-03-31,7.7653
2006-04-03,7.7580
2006-04-04,7.6444
2006-04-05,7.6213
2006-04-06,7.6323
2006-04-07,7.7111
2006-04-10,7.7476
2006-04-11,7.6819
2006-04-12,7.7091
2006-04-13,7.6969
2006-04-14,7.6934
2006-04-17,7.5790
2006-04-18,7.5842
2006-04-19,7.5257
2006-04-20,7.5335
2006-04-21,7.5575
2006-04-24,7.5500
2006-04-25,7.5177
2006-04-26,7.4795
2006-04-27,7.4291
2006-04-28,7.3579
2006-05-01,7.3610
2006-05-02,7.3929
2006-05-03,7.3632
2006-05-04,7.3434
2006-05-05,7.3156
2006-05-08,7.3210
2006-05-09,7.3002
2006-05-10,7.2867
2006-05-11,7.2857
2006-05-12,7.2632
2006-05-15,7.3148
2006-05-16,7.3308
2006-05-17,7.3748
2006-05-18,7.3134
2006-05-19,7.3264
2006-05-22,7.2656
2006-05-23,7.2560
2006-05-24,7.3028
2006-05-25,7.2847
2006-05-26,7.2949
2006-05-29,.
2006-05-30,7.1975
2006-05-31,7.2143
2006-06-01,7.2139
2006-06-02,7.1416
2006-06-05,7.0917
2006-06-06,7.1848
2006-06-07,7.1917
2006-06-08,7.3060
2006-06-09,7.2937
2006-06-12,7.3298
2006-06-13,7.3645
2006-06-14,7.3351
2006-06-15,7.3545
2006-06-16,7.3446
2006-06-19,7.3864
2006-06-20,7.3371
2006-06-21,7.2666
2006-06-22,7.3363
2006-06-23,7.3688
2006-06-26,7.3378
2006-06-27,7.3477
2006-06-28,7.3679
2006-06-29,7.3731
2006-06-30,7.2135
2006-07-03,7.1949
2006-07-04,.
2006-07-05,7.2146
2006-07-06,7.1883
2006-07-07,7.1401
2006-07-10,7.1922
2006-07-11,7.1824
2006-07-12,7.2207
2006-07-13,7.2498
2006-07-14,7.2698
2006-07-17,7.3709
2006-07-18,7.4136
2006-07-19,7.3570
2006-07-20,7.3010
2006-07-21,7.2883
2006-07-24,7.3338
2006-07-25,7.3529
2006-07-26,7.3280
2006-07-27,7.2489
2006-07-28,7.2453
2006-07-31,7.2147
2006-08-01,7.2085
2006-08-02,7.1795
2006-08-03,7.2061
2006-08-04,7.1386
2006-08-07,7.1388
2006-08-08,7.1534
2006-08-09,7.1194
2006-08-10,7.2051
2006-08-11,7.2161
2006-08-14,7.2419
2006-08-15,7.2095
2006-08-16,7.1434
2006-08-17,7.1414
2006-08-18,7.1915
2006-08-21,7.1226
2006-08-22,7.1816
2006-08-23,7.1833
2006-08-24,7.2015
2006-08-25,7.2448
2006-08-28,7.2387
2006-08-29,7.2302
2006-08-30,7.2076
2006-08-31,7.2428
2006-09-01,7.2666
2006-09-04,.
2006-09-05,7.2601
2006-09-06,7.2894
2006-09-07,7.3242
2006-09-08,7.3450
2006-09-11,7.3009
2006-09-12,7.2867
2006-09-13,7.2738
2006-09-14,7.2410
2006-09-15,7.2820
2006-09-18,7.2541
2006-09-19,7.2501
2006-09-20,7.2632
2006-09-21,7.2746
2006-09-22,7.2411
2006-09-25,7.3000
2006-09-26,7.3286
2006-09-27,7.3028
2006-09-28,7.2905
2006-09-29,7.3127
2006-10-02,7.3226
2006-10-03,7.3251
2006-10-04,7.3502
2006-10-05,7.3072
2006-10-06,7.3537
2006-10-09,.
2006-10-10,7.3940
2006-10-11,7.3750
2006-10-12,7.3918
2006-10-13,7.4200
2006-10-16,7.3957
2006-10-17,7.3662
2006-10-18,7.3988
2006-10-19,7.3429
2006-10-20,7.3079
2006-10-23,7.3382
2006-10-24,7.3220
2006-10-25,7.3238
2006-10-26,7.2810
2006-10-27,7.2421
2006-10-30,7.2400
2006-10-31,7.2111
2006-11-01,7.2050
2006-11-02,7.1945
2006-11-03,7.2096
2006-11-06,7.1954
2006-11-07,7.1381
2006-11-08,7.1451
2006-11-09,7.0765
2006-11-10,7.0647
2006-11-13,7.0922
2006-11-14,7.0704
2006-11-15,7.0867
2006-11-16,7.0709
2006-11-17,7.0764
2006-11-20,7.0928
2006-11-21,7.1004
2006-11-22,7.0201
2006-11-23,.
2006-11-24,6.9128
2006-11-27,6.8906
2006-11-28,6.8977
2006-11-29,6.9131
2006-11-30,6.8331
2006-12-01,6.7674
2006-12-04,6.7719
2006-12-05,6.7883
2006-12-06,6.8134
2006-12-07,6.7951
2006-12-08,6.8525
2006-12-11,6.8617
2006-12-12,6.8172
2006-12-13,6.8475
2006-12-14,6.8722
2006-12-15,6.9058
2006-12-18,6.9204
2006-12-19,6.8297
2006-12-20,6.8318
2006-12-21,6.8066
2006-12-22,6.8423
2006-12-25,.
2006-12-26,6.8725
2006-12-27,6.8892
2006-12-28,6.8755
2006-12-29,6.8342
2007-01-01,.
2007-01-02,6.7818
2007-01-03,6.8539
2007-01-04,6.9335
2007-01-05,6.9744
2007-01-08,6.9972
2007-01-09,7.0232
2007-01-10,7.0542
2007-01-11,7.0829
2007-01-12,7.0330
2007-01-15,.
2007-01-16,7.0117
2007-01-17,7.0183
2007-01-18,7.0442
2007-01-19,7.0231
2007-01-22,7.0368
2007-01-23,6.9686
2007-01-24,6.9890
2007-01-25,6.9935
2007-01-26,7.0418
2007-01-29,6.9933
2007-01-30,6.9720
2007-01-31,6.9653
2007-02-01,6.9436
2007-02-02,6.9889
2007-02-05,7.0564
2007-02-06,7.0393
2007-02-07,6.9993
2007-02-08,6.9653
2007-02-09,6.9950
2007-02-12,7.0409
2007-02-13,7.0316
2007-02-14,6.9595
2007-02-15,7.0310
2007-02-16,7.0379
2007-02-19,.
2007-02-20,7.0510
2007-02-21,7.0839
2007-02-22,7.0823
2007-02-23,7.0572
2007-02-26,7.0481
2007-02-27,6.9711
2007-02-28,6.9980
2007-03-01,7.0502
2007-03-02,7.0407
2007-03-05,7.1060
2007-03-06,7.0618
2007-03-07,7.0432
2007-03-08,7.0768
2007-03-09,7.0928
2007-03-12,7.0471
2007-03-13,7.0311
2007-03-14,7.0294
2007-03-15,6.9889
2007-03-16,6.9674
2007-03-19,6.9860
2007-03-20,6.9862
2007-03-21,6.9850
2007-03-22,6.9622
2007-03-23,6.9821
2007-03-26,6.9786
2007-03-27,6.9776
2007-03-28,7.0101
2007-03-29,6.9898
2007-03-30,6.9837
2007-04-02,7.0057
2007-04-03,7.0035
2007-04-04,6.9600
2007-04-05,6.9073
2007-04-06,6.9355
2007-04-09,6.9452
2007-04-10,6.9003
2007-04-11,6.9027
2007-04-12,6.8731
2007-04-13,6.8735
2007-04-16,6.7987
2007-04-17,6.7873
2007-04-18,6.7845
2007-04-19,6.7660
2007-04-20,6.7590
2007-04-23,6.7681
2007-04-24,6.7512
2007-04-25,6.7149
2007-04-26,6.7339
2007-04-27,6.7119
2007-04-30,6.6975
2007-05-01,6.7123
2007-05-02,6.7093
2007-05-03,6.7323
2007-05-04,6.7496
2007-05-07,6.7306
2007-05-08,6.7878
2007-05-09,6.7976
2007-05-10,6.8199
2007-05-11,6.8309
2007-05-14,6.8094
2007-05-15,6.7539
2007-05-16,6.8095
2007-05-17,6.8377
2007-05-18,6.8194
2007-05-21,6.8519
2007-05-22,6.8199
2007-05-23,6.8231
2007-05-24,6.8416
2007-05-25,6.8346
2007-05-28,.
2007-05-29,6.8779
2007-05-30,6.9376
2007-05-31,6.9191
2007-06-01,6.9293
2007-06-04,6.9161
2007-06-05,6.8872
2007-06-06,6.9225
2007-06-07,6.9280
2007-06-08,6.9992
2007-06-11,6.9962
2007-06-12,7.0644
2007-06-13,7.0708
2007-06-14,7.0794
2007-06-15,7.0405
2007-06-18,7.0380
2007-06-19,7.0116
2007-06-20,6.8968
2007-06-21,6.9052
2007-06-22,6.8791
2007-06-25,6.8768
2007-06-26,6.8845
2007-06-27,6.8910
2007-06-28,6.8555
2007-06-29,6.8455
2007-07-02,6.7934
2007-07-03,6.7678
2007-07-04,.
2007-07-05,6.7394
2007-07-06,6.7316
2007-07-09,6.7468
2007-07-10,6.6919
2007-07-11,6.6634
2007-07-12,6.6416
2007-07-13,6.6331
2007-07-16,6.6370
2007-07-17,6.6519
2007-07-18,6.6468
2007-07-19,6.6413
2007-07-20,6.6263
2007-07-23,6.6526
2007-07-24,6.6570
2007-07-25,6.7223
2007-07-26,6.7333
2007-07-27,6.7417
2007-07-30,6.7249
2007-07-31,6.7147
2007-08-01,6.7607
2007-08-02,6.7344
2007-08-03,6.6979
2007-08-06,6.6950
2007-08-07,6.7270
2007-08-08,6.6954
2007-08-09,6.7548
2007-08-10,6.7744
2007-08-13,6.8409
2007-08-14,6.8653
2007-08-15,6.9495
2007-08-16,6.9980
2007-08-17,6.9111
2007-08-20,6.9417
2007-08-21,6.9626
2007-08-22,6.9261
2007-08-23,6.9147
2007-08-24,6.8671
2007-08-27,6.8675
2007-08-28,6.8894
2007-08-29,6.8584
2007-08-30,6.8724
2007-08-31,6.8822
2007-09-03,6.8822
2007-09-04,6.8946
2007-09-05,6.8662
2007-09-06,6.8188
2007-09-07,6.7865
2007-09-10,6.7768
2007-09-11,6.7414
2007-09-12,6.6684
2007-09-13,6.6660
2007-09-14,6.6960
2007-09-17,6.6935
2007-09-18,6.6884
2007-09-19,6.6251
2007-09-20,6.5347
2007-09-21,6.5284
2007-09-24,6.5133
2007-09-25,6.5151
2007-09-26,6.5350
2007-09-27,6.5211
2007-09-28,6.4745
2007-10-01,6.4470
2007-10-02,6.5023
2007-10-03,6.4982
2007-10-04,6.5118
2007-10-05,6.4713
2007-10-08,6.4713
2007-10-09,6.4976
2007-10-10,6.4517
2007-10-11,6.4025
2007-10-12,6.4243
2007-10-15,6.4107
2007-10-16,6.4607
2007-10-17,6.4460
2007-10-18,6.4132
2007-10-19,6.4280
2007-10-22,6.5156
2007-10-23,6.4515
2007-10-24,6.4792
2007-10-25,6.4345
2007-10-26,6.3817
2007-10-29,6.3836
2007-10-30,6.3654
2007-10-31,6.3608
2007-11-01,6.4111
2007-11-02,6.4015
2007-11-05,6.4070
2007-11-06,6.3523
2007-11-07,6.2989
2007-11-08,6.2978
2007-11-09,6.3260
2007-11-12,.
2007-11-13,6.3451
2007-11-14,6.2813
2007-11-15,6.3100
2007-11-16,6.3244
2007-11-19,6.3258
2007-11-20,6.2809
2007-11-21,6.2921
2007-11-22,6.2921
2007-11-23,6.2701
2007-11-26,6.2356
2007-11-27,6.2915
2007-11-28,6.3340
2007-11-29,6.3503
2007-11-30,6.3806
2007-12-03,6.4022
2007-12-04,6.3636
2007-12-05,6.4050
2007-12-06,6.4169
2007-12-07,6.3984
2007-12-10,6.3889
2007-12-11,6.3991
2007-12-12,6.4069
2007-12-13,6.4681
2007-12-14,6.5069
2007-12-17,6.5705
2007-12-18,6.5681
2007-12-19,6.6089
2007-12-20,6.5840
2007-12-21,6.5911
2007-12-24,6.5808
2007-12-25,.
2007-12-26,6.5187
2007-12-27,6.4854
2007-12-28,6.4086
2007-12-31,6.4568
2008-01-01,.
2008-01-02,6.3966
2008-01-03,6.3547
2008-01-04,6.3352
